2.872988243198016933e-01,6.237589123380816308e-02,7.181823583219022478e-01,4.545454545454545581e-02,3.024524491364462969e-02,2.966751918158567758e-01,2.527472527472527375e-01,1.182317210348706182e-01,3.148055645734033382e-03,3.744458455729846643e-03,8.771929824561403022e-02,2.325581395348836483e-02,2.083333333333333703e-01,4.166666666666665741e-02
4.663976331334061531e-01,2.654904002142352004e-01,5.226352929354937116e-01,0.000000000000000000e+00,6.007012657752947710e-02,2.429667519181585578e-01,3.186813186813186594e-01,9.413984542254796861e-02,2.690437633759938142e-03,3.739963378582522764e-03,1.052631578947368363e-01,2.325581395348836483e-02,2.000000000000000111e-01,3.333333333333333287e-02
5.760775533407302973e-01,2.486682378513407898e-02,4.305243597904731545e-01,1.363636363636363535e-01,7.528925355540398712e-02,1.832907075873827507e-01,4.175824175824175977e-01,7.455286839145106037e-02,6.481063564170381000e-03,7.728241051101612802e-03,2.456140350877193124e-01,6.976744186046510143e-02,3.589743589743589758e-01,7.692307692307691347e-02
5.001042297427205074e-01,9.647534789845080283e-02,4.965692143768130618e-01,0.000000000000000000e+00,1.257150828357432859e-01,2.587382779198635907e-01,2.857142857142856984e-01,1.023943435641973265e-01,3.603493775146048191e-03,3.059846108197046555e-03,1.578947368421052544e-01,2.325581395348836483e-02,3.333333333333332593e-01,3.703703703703702110e-02
5.573570707155401927e-01,1.530276162035912046e-01,4.372949153785581355e-01,4.545454545454545581e-02,9.031092669617803159e-02,1.585677749360613620e-01,5.164835164835164250e-01,6.073552030485984687e-02,9.075013073994581125e-03,6.559442482573374020e-03,6.842105263157894912e-01,5.116279069767440957e-01,8.124999999999998890e-01,4.583333333333332593e-01
5.303819558722527860e-01,1.429732762353913833e-01,4.672450326164138690e-01,1.818181818181818232e-01,3.883616692287991667e-02,2.028985507246376663e-01,3.956043956043955867e-01,7.670949026108578317e-02,1.706914279528005257e-02,1.373981087438312307e-02,3.684210526315789824e-01,3.255813953488371215e-01,5.675675675675675436e-01,3.783783783783783439e-01
4.907492897874816684e-01,8.514718554788608396e-02,5.101535031625910044e-01,0.000000000000000000e+00,4.647250123470587219e-02,2.314578005115089376e-01,3.296703296703296648e-01,9.280089988751405450e-02,4.728664315289639493e-03,5.083217323821066433e-03,2.280701754385965063e-01,4.651162790697672966e-02,4.193548387096774355e-01,6.451612903225804885e-02
8.022857339990983050e-01,3.604540457017779698e-02,2.017788659330148338e-01,4.545454545454545581e-02,8.005684728950190898e-02,2.881500426257459502e-01,2.637362637362637430e-01,1.111274552219433942e-01,9.275122396202730574e-03,1.062054676013112452e-02,2.280701754385965063e-01,2.325581395348836483e-02,5.200000000000000178e-01,3.999999999999999389e-02
6.069157695511291362e-01,1.165220429997262663e-01,3.932351743737354521e-01,0.000000000000000000e+00,7.894225042731074782e-02,2.105711849957374038e-01,3.626373626373626258e-01,8.505865338261286990e-02,2.085469893559181720e-02,2.076978612702411534e-02,5.087719298245614308e-01,4.651162790697673799e-01,8.529411764705882026e-01,5.882352941176470784e-01
5.204926158246387935e-01,3.047237482296605293e-01,4.653246275985816194e-01,0.000000000000000000e+00,1.077089678445636300e-01,1.508951406649616245e-01,3.626373626373626258e-01,8.279286517756707930e-02,2.894408989071261054e-02,1.916613071550566857e-02,5.964912280701755165e-01,7.674418604651161990e-01,1.000000000000000000e+00,9.705882352941175295e-01
8.392162803015947858e-01,1.607027475350973345e-01,1.556369042638372502e-01,0.000000000000000000e+00,3.284187787802646530e-01,1.381074168797953861e-01,5.714285714285713969e-01,5.485564304461941487e-02,6.876045195682922891e-03,6.365015826465115004e-03,2.982456140350877583e-01,1.162790697674418450e-01,3.207547169811320598e-01,9.433962264150942689e-02
8.568889624642787028e-01,1.869592875607053450e-01,1.353746482825357034e-01,2.272727272727272929e-01,2.260690129389367753e-01,2.374254049445865267e-01,3.296703296703296648e-01,8.982705286839143266e-02,1.054778636804770339e-02,1.060595914383033467e-02,2.105263157894737003e-01,9.302325581395347320e-02,3.870967741935483764e-01,1.290322580645160977e-01
6.623477078541808449e-01,2.942942739807058450e-01,3.219834726393565605e-01,4.545454545454545581e-02,3.434043601621515618e-02,2.071611253196930791e-01,3.956043956043955867e-01,7.826357231661830449e-02,9.498295870340921210e-03,9.773810759919253355e-03,3.333333333333333703e-01,1.627906976744185608e-01,5.135135135135134865e-01,1.891891891891891719e-01
5.382122328363606600e-01,1.394083967696577719e-01,4.586257345367319993e-01,0.000000000000000000e+00,3.037735062211176229e-02,2.638533674339300639e-01,2.857142857142856984e-01,1.039731640687771019e-01,4.320138883691458827e-03,4.285984776063081481e-03,1.929824561403508942e-01,0.000000000000000000e+00,4.074074074074073848e-01,0.000000000000000000e+00
4.472793234823227437e-01,7.042473063352897023e-02,5.568248765016885482e-01,4.545454545454545581e-02,1.425973655542415175e-01,1.892583120204603397e-01,4.175824175824175977e-01,7.409730033745780264e-02,3.965841189073037940e-03,3.840348331349036255e-03,1.929824561403508942e-01,2.325581395348836483e-02,2.820512820512820484e-01,2.564102564102563320e-02
5.718979356075329923e-01,6.225873527195233820e-02,4.321761201489724424e-01,9.090909090909091161e-02,5.159441283999973565e-02,1.018755328218243633e-01,7.252747252747253626e-01,4.336829219876926073e-02,6.545553964131155082e-03,6.539666725277152107e-03,6.315789473684211286e-01,3.023255813953488191e-01,5.373134328358208922e-01,1.940298507462686339e-01
3.973732565917337811e-01,6.318967242076160840e-02,6.068167263815944512e-01,0.000000000000000000e+00,3.781464742654560424e-02,1.918158567774935763e-01,3.956043956043955867e-01,7.773962465218162143e-02,1.194497023502581398e-02,1.029441861045149280e-02,5.438596491228070429e-01,4.651162790697673799e-01,8.378378378378378288e-01,5.405405405405404595e-01
6.425919983087501342e-01,8.591739105194114157e-02,3.597455832864856484e-01,9.090909090909091161e-02,1.379721519655104089e-01,1.508951406649616245e-01,5.384615384615384359e-01,5.827433335538939607e-02,4.394207433875481350e-03,5.152001453503017928e-03,1.578947368421052544e-01,9.302325581395347320e-02,1.799999999999999933e-01,7.999999999999998779e-02
3.289666540676037254e-01,9.044182584752565035e-02,6.730110412005132492e-01,0.000000000000000000e+00,4.009205959983905970e-02,2.267689684569479669e-01,3.296703296703296648e-01,9.263217097862766480e-02,1.234969551769921417e-02,1.082198613896862699e-02,2.631578947368421462e-01,9.302325581395347320e-02,4.838709677419354982e-01,1.290322580645160977e-01
6.455116320125769969e-01,2.923748587684896205e-02,3.593029814805349109e-01,1.363636363636363535e-01,7.438549939604964523e-02,2.438192668371696459e-01,3.186813186813186594e-01,9.530461918066691906e-02,6.659144502775341846e-03,6.674305596120662550e-03,1.578947368421052544e-01,6.976744186046510143e-02,2.999999999999999889e-01,9.999999999999997780e-02
6.267004494691138516e-01,5.354401886672621735e-02,3.784868740964420497e-01,0.000000000000000000e+00,9.453666356127146675e-02,1.815856777493606022e-01,4.395604395604395531e-01,6.999035834806362211e-02,4.851559006255803247e-03,5.562791032559928801e-03,2.456140350877193124e-01,6.976744186046510143e-02,3.414634146341463672e-01,7.317073170731705489e-02
3.403810586480373601e-01,5.567425490229176849e-02,6.657287165002812035e-01,4.545454545454545581e-02,7.707269259056993838e-02,1.977834612105711654e-01,3.956043956043955867e-01,7.721567698774495225e-02,5.071588886558407554e-03,4.923530969772044533e-03,8.771929824561403022e-02,2.325581395348836483e-02,1.351351351351351981e-01,2.702702702702701465e-02
5.565588373405987443e-01,5.007125799017542178e-01,4.134600563520180461e-01,0.000000000000000000e+00,1.041214900337759097e-01,2.114236999147484919e-01,3.626373626373626258e-01,8.294713160854892686e-02,3.205952420240975025e-03,2.514319427559031685e-03,1.929824561403508942e-01,0.000000000000000000e+00,3.235294117647058432e-01,0.000000000000000000e+00
8.164456324052804526e-01,6.431945048833677403e-02,1.854650720866113378e-01,0.000000000000000000e+00,1.226363053479759824e-01,2.208013640238704056e-01,3.736263736263736313e-01,8.315523059617546675e-02,7.330479317036623504e-03,9.002871074403406143e-03,3.157894736842105643e-01,1.162790697674418450e-01,5.142857142857142350e-01,1.428571428571428215e-01
6.266396614888725125e-01,4.669543827915235701e-01,3.449652799991416163e-01,4.545454545454545581e-02,8.410966279370021836e-02,2.190963341858482294e-01,4.065934065934065922e-01,7.536557930258716564e-02,1.204008796428169582e-02,1.536176429424469109e-02,4.210526315789474006e-01,2.790697674418604057e-01,6.315789473684210176e-01,3.157894736842104533e-01
5.809874265882338795e-01,9.931367979422511816e-02,4.206243891386832190e-01,9.090909090909091161e-02,6.111832476607270692e-02,1.939471440750212827e-01,3.956043956043955867e-01,7.760641761885027357e-02,5.497021042015890271e-03,5.152995942584373892e-03,2.280701754385965063e-01,4.651162790697672966e-02,3.513513513513513709e-01,5.405405405405404318e-02
6.473856966645045175e-01,4.118383503255651501e-02,3.563173350722854682e-01,9.090909090909091161e-02,6.599150569225403773e-02,2.020460358056265782e-01,3.846153846153846367e-01,7.963092451281426898e-02,6.332664610743192132e-03,5.847327819984272576e-03,1.228070175438596562e-01,6.976744186046510143e-02,1.944444444444444753e-01,8.333333333333331483e-02
6.041905981534282377e-01,5.534589216663899497e-02,3.985102439146949171e-01,4.545454545454545581e-02,4.602010654083488195e-02,2.301790281329923193e-01,3.186813186813186594e-01,9.123335389527921502e-02,9.304894534201229445e-03,7.186402170598939210e-03,2.105263157894737003e-01,9.302325581395347320e-02,3.999999999999999667e-01,1.333333333333333037e-01
5.185228346913390851e-01,3.315257648432948234e-01,4.627198578112173832e-01,1.363636363636363535e-01,5.561943782908299050e-02,1.943734015345268407e-01,4.065934065934065922e-01,7.660292463442068545e-02,3.423662079717132694e-03,2.882559497946500689e-03,2.105263157894737003e-01,0.000000000000000000e+00,3.157894736842105088e-01,0.000000000000000000e+00
4.598760530656706425e-01,2.530369822755456077e-01,5.300688711971406342e-01,4.545454545454545581e-02,4.849573476174556808e-02,1.909633418584825160e-01,4.175824175824175977e-01,7.364173228346455879e-02,4.562177102288168112e-03,4.507693096683175471e-03,2.807017543859649522e-01,2.325581395348836483e-02,4.102564102564101867e-01,2.564102564102563320e-02
8.372365903728558045e-01,1.143947376629333018e-01,1.613034022347264451e-01,4.545454545454545581e-02,2.425066899306259627e-01,1.670929241261721876e-01,4.285714285714286031e-01,7.256166149962961498e-02,2.980372698741528062e-02,2.528139599447612809e-02,6.140350877192982670e-01,5.348837209302325091e-01,8.750000000000000000e-01,5.749999999999998446e-01
6.467463710945047239e-01,2.081744230325193734e-01,3.446076189983001692e-01,9.090909090909091161e-02,9.483825811512433535e-02,1.641091219096333931e-01,4.835164835164835195e-01,6.431505844378147818e-02,4.196553993861325271e-03,3.647532132431988323e-03,4.385964912280702066e-01,0.000000000000000000e+00,5.555555555555555802e-01,0.000000000000000000e+00
3.218500349081337975e-01,6.163930921837868643e-02,6.833252473908781877e-01,1.818181818181818232e-01,1.018587796587482469e-01,1.824381926683716904e-01,4.285714285714286031e-01,7.234766385909077724e-02,1.589488507321140838e-03,1.706004833981145108e-03,3.508771929824561209e-02,0.000000000000000000e+00,5.000000000000004441e-02,0.000000000000000000e+00
5.608679652347646760e-01,4.196716573364924624e-02,4.455360834172624740e-01,2.727272727272727626e-01,7.412836803578966294e-02,1.184995737425404844e-01,5.384615384615384359e-01,5.750678224045523146e-02,1.648932416998433875e-02,1.293530998300553188e-02,5.087719298245614308e-01,5.813953488372092249e-01,5.799999999999998490e-01,4.999999999999999445e-01
6.759106530547194236e-01,2.545003108853252094e-01,3.117610926111447633e-01,9.090909090909091161e-02,3.747981063365354859e-02,2.472293265132139706e-01,3.186813186813186594e-01,9.510867593163754852e-02,7.146241529036424268e-03,1.023990312971547433e-02,1.754385964912280604e-01,2.325581395348836483e-02,3.333333333333332593e-01,3.333333333333333287e-02
4.406071054879815430e-01,6.450984787173841273e-02,5.648619538978116861e-01,3.181818181818182323e-01,3.778048858742666383e-02,1.935208866155157525e-01,4.065934065934065922e-01,7.535692653802888996e-02,4.947213849760142244e-03,5.251026821181344929e-03,3.157894736842105643e-01,2.325581395348836483e-02,4.736842105263157077e-01,2.631578947368420907e-02
7.522794054465196112e-01,9.101949002004519618e-02,2.497564665572990228e-01,1.363636363636363535e-01,6.038199945857621737e-02,1.687979539641943638e-01,4.065934065934065922e-01,7.665484122177035342e-02,2.202438519889164323e-02,1.444991507716296593e-02,6.666666666666667407e-01,8.604651162790696306e-01,1.000000000000000000e+00,9.736842105263155966e-01
2.335801455262661031e-01,1.400599238996748652e-01,7.679246317773658070e-01,4.545454545454545581e-02,1.182514373798096430e-02,1.133844842284739834e-01,5.604395604395604469e-01,5.573147696160620640e-02,5.120185732208633322e-02,4.499882425525553176e-02,2.456140350877193124e-01,1.395348837209302029e-01,2.692307692307692180e-01,1.153846153846153633e-01
6.114951422210352927e-01,4.171823366417467399e-02,3.935670890457045878e-01,4.545454545454545581e-02,1.265900962563094589e-01,2.659846547314577703e-01,2.857142857142856984e-01,1.033223525630724698e-01,8.303739250775089148e-03,9.512700133181289583e-03,1.754385964912280604e-01,9.302325581395347320e-02,3.703703703703703498e-01,1.481481481481481122e-01
4.741078329861346807e-01,8.586817841611171787e-02,5.300003163501797454e-01,0.000000000000000000e+00,7.039151344105092079e-02,2.199488491048593175e-01,3.626373626373626258e-01,8.476940382452191614e-02,6.423859215566927669e-03,8.563421617051085455e-03,8.771929824561403022e-02,2.325581395348836483e-02,1.470588235294117974e-01,2.941176470588234559e-02
4.273544242271695159e-01,5.285255216463614208e-02,5.787155528694000184e-01,0.000000000000000000e+00,1.300050580612037154e-01,2.084398976982096974e-01,3.736263736263736313e-01,8.203974503187100309e-02,4.278042970064593019e-03,3.168379797840850491e-03,2.105263157894737003e-01,4.651162790697672966e-02,3.428571428571428603e-01,5.714285714285714107e-02
3.919912387275824583e-01,1.131507740688066643e-01,6.091804112271623772e-01,0.000000000000000000e+00,1.352913973005603898e-01,2.139812446717817285e-01,3.626373626373626258e-01,8.321709786276713927e-02,6.957461030708670703e-03,5.910086278486555156e-03,2.982456140350877583e-01,6.976744186046510143e-02,5.000000000000000000e-01,8.823529411764705066e-02
6.464420637186958363e-01,4.079855167697509638e-02,3.591266764714056148e-01,0.000000000000000000e+00,5.053350109258351874e-02,2.301790281329923193e-01,3.406593406593406703e-01,9.015236731772162393e-02,1.714536691227308909e-02,1.347690328961207926e-02,3.157894736842105643e-01,2.093023255813953043e-01,5.625000000000000000e-01,2.812499999999999445e-01
2.945116442775913557e-01,7.969495100971801804e-02,7.096350347092627020e-01,4.545454545454545581e-02,3.295247882614224522e-02,1.564364876385336556e-01,5.054945054945054750e-01,6.117829021372327147e-02,6.956283863472562286e-03,6.675885880790971734e-03,4.385964912280702066e-01,1.860465116279069464e-01,5.319148936170212671e-01,1.702127659574467766e-01
6.881964096635037054e-01,1.355574740822629853e-01,3.075415307683336263e-01,1.363636363636363535e-01,5.365386284348605539e-02,2.387041773231031450e-01,3.516483516483516758e-01,8.611129491166544248e-02,2.456732195060502139e-02,1.682151946048709296e-02,5.263157894736842923e-01,6.046511627906976383e-01,9.090909090909089496e-01,7.878787878787877341e-01
9.463353545478222495e-01,1.869292762201714420e-02,5.812537747862051019e-02,3.181818181818182323e-01,1.307315676774231106e-01,2.173913043478260809e-01,3.626373626373626258e-01,8.345813916117626741e-02,2.137763154841330893e-02,1.747042820788525380e-02,3.157894736842105643e-01,2.093023255813953043e-01,5.294117647058823595e-01,2.647058823529411797e-01
4.924093537959441935e-01,2.970803536553807689e-01,4.926901338826879528e-01,4.545454545454545581e-02,4.285651676772261887e-02,2.216538789428814937e-01,3.406593406593406703e-01,8.787197054913588323e-02,6.677485844905148814e-03,6.062207333305511675e-03,2.982456140350877583e-01,9.302325581395347320e-02,5.312500000000000000e-01,1.249999999999999722e-01
8.290151531456140255e-01,3.404813397875590397e-02,1.751911363185944537e-01,0.000000000000000000e+00,2.823925863326637309e-01,2.740835464620630657e-01,2.857142857142856984e-01,1.056725052225614553e-01,6.969769200712345840e-03,7.931490977633333037e-03,1.929824561403508942e-01,2.325581395348836483e-02,4.074074074074073848e-01,3.703703703703702110e-02
