4.493350146875818921e-03,2.872988243198016933e-01
4.506016312597465115e-03,4.663976331334061531e-01
9.346060694244439498e-03,5.760775533407302973e-01
3.680002219219388228e-03,5.001042297427205074e-01
7.951245017538435128e-03,5.573570707155401927e-01
1.660486878420225007e-02,5.303819558722527860e-01
6.127596576644947848e-03,4.907492897874816684e-01
1.275486408825297555e-02,8.022857339990983050e-01
2.507166004184148769e-02,6.069157695511291362e-01
2.313585275639542735e-02,5.204926158246387935e-01
7.723002443945950826e-03,8.392162803015947858e-01
1.278502074605744956e-02,8.568889624642787028e-01
1.181186893137419619e-02,6.623477078541808449e-01
5.154649263307635974e-03,5.382122328363606600e-01
4.644281713587628327e-03,4.472793234823227437e-01
7.950312339599297645e-03,5.718979356075329923e-01
1.244103516409364799e-02,3.973732565917337811e-01
6.247719463567251094e-03,6.425919983087501342e-01
1.304543185806500069e-02,3.289666540676037254e-01
8.041396892709348418e-03,6.455116320125769969e-01
6.731404032457269371e-03,6.267004494691138516e-01
5.950197310244376148e-03,3.403810586480373601e-01
3.035089602696340247e-03,5.565588373405987443e-01
1.087199971137925436e-02,8.164456324052804526e-01
1.857146745042117034e-02,6.266396614888725125e-01
6.227510862734620192e-03,5.809874265882338795e-01
7.064045051766958475e-03,6.473856966645045175e-01
8.658385693037911127e-03,6.041905981534282377e-01
3.484844505137487357e-03,5.185228346913390851e-01
5.451327539352873730e-03,4.598760530656706425e-01
3.058332839555740271e-02,8.372365903728558045e-01
4.418471896373273554e-03,6.467463710945047239e-01
2.063782636585964614e-03,3.218500349081337975e-01
1.568636745883482050e-02,5.608679652347646760e-01
1.233733217981499222e-02,6.759106530547194236e-01
6.348181876960166427e-03,4.406071054879815430e-01
1.746909550079623480e-02,7.522794054465196112e-01
5.458967805877533441e-02,2.335801455262661031e-01
1.144069223190532364e-02,6.114951422210352927e-01
1.033709226780677413e-02,4.741078329861346807e-01
3.826182110460611165e-03,4.273544242271695159e-01
7.134193538920067038e-03,3.919912387275824583e-01
1.625375692638169473e-02,6.464420637186958363e-01
8.090639378680116942e-03,2.945116442775913557e-01
2.029683696706396229e-02,6.881964096635037054e-01
2.108893342159105788e-02,9.463353545478222495e-01
7.311297136696496592e-03,4.924093537959441935e-01
9.539010580047631999e-03,8.290151531456140255e-01
1.420961497757644923e-02,5.983370292812750790e-01
1.540282416947659667e-02,7.566702790868844453e-01
3.265088265471074135e-03,4.754168736949476726e-01
3.470615537119386106e-03,6.044385270106281682e-01
8.417823627426778560e-03,7.383498638149178506e-01
5.906983037873566461e-03,5.999548698479513220e-01
1.951138997271180051e-02,5.125546423998801338e-01
5.277016973559261678e-03,5.056472159939480182e-01
1.408966331687795670e-02,3.673054470604713018e-01
7.471162258947065989e-03,4.420989566518164771e-01
3.749085192413282447e-03,5.154930525532958052e-01
7.267409594381475310e-03,5.885720972710799526e-01
3.712391724831736947e-03,6.613379647923613991e-01
8.080519774893754614e-03,7.274214778509024981e-01
7.100703658432609526e-03,4.575126461162084546e-01
1.601988293508922398e-03,5.538906232724238876e-01
3.609238185389505686e-03,2.200505026335952685e-01
2.271403447402643716e-02,4.724622543467292823e-01
4.894985931638215493e-03,5.555244260831734282e-01
3.338196716576740525e-02,3.160757721223489414e-01
1.320466838565590752e-02,4.448900761067386411e-01
1.519027638436821689e-02,5.199078144031098470e-01
6.444190738002788035e-03,3.135654998754587863e-01
8.235837196940333158e-03,5.437946154631714268e-01
1.085720335385617630e-02,7.519774656168249916e-01
3.131974205986378171e-03,5.524988672107069565e-01
9.575918380785123155e-03,3.477724929947027532e-01
4.871662953169000887e-03,4.658341203817240039e-01
