5.287171990543048095e-01,1.932906132079885301e-03,4.666847699952264561e-01,2.600000000000000000e+01,3.513600000000000136e+02,1.835982933834988984e+01,1.838817554843329205e+01,1.796496590589584130e+01,5.000000000000000000e+00,1.000000000000000000e+00,2.083333333333333570e+01,4.166666666666666075e+00
6.285021284124431284e-01,6.399777498994608377e-03,3.585218553217241477e-01,3.200000000000000000e+01,2.799677419354838435e+02,1.571411255315849331e+01,1.571517313511584213e+01,1.794339966109681939e+01,6.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+01,3.333333333333333481e+00
6.896103131200498337e-01,1.108010952374623810e-03,3.075725506999734127e-01,4.100000000000000000e+01,2.219250000000000114e+02,3.785532513432741553e+01,3.785667979535718786e+01,3.707814858598123919e+01,1.400000000000000000e+01,3.000000000000000000e+00,3.589743589743589780e+01,7.692307692307692513e+00
6.472817639881556229e-01,2.682817536081652694e-03,3.441039297678725739e-01,2.900000000000000000e+01,3.044285714285714448e+02,2.065680768424065405e+01,2.104844500282709774e+01,1.468036877987836952e+01,9.000000000000000000e+00,1.000000000000000000e+00,3.333333333333332860e+01,3.703703703703703276e+00
6.791801932958081434e-01,3.926508640643037312e-03,3.113175469489283254e-01,5.000000000000000000e+01,1.809795918367346985e+02,5.259079450499551456e+01,5.300825407424771640e+01,3.147054826601000599e+01,3.900000000000000000e+01,2.200000000000000000e+01,8.125000000000000000e+01,4.583333333333332860e+01
6.641510038394646820e-01,3.705394730353616002e-03,3.278838501499414249e-01,3.900000000000000000e+01,2.283157894736842195e+02,9.969426235218327292e+01,9.970293714668427754e+01,6.592014221283118047e+01,2.100000000000000000e+01,1.400000000000000000e+01,5.675675675675675791e+01,3.783783783783783861e+01
6.420696577281154172e-01,2.433689867666910707e-03,3.516178050895650276e-01,3.300000000000000000e+01,2.760000000000000000e+02,2.689585649824510583e+01,2.762070284779971985e+01,2.438799281507986549e+01,1.300000000000000000e+01,2.000000000000000000e+00,4.193548387096774377e+01,6.451612903225806051e+00
8.156422363737663161e-01,1.353849039875633462e-03,1.810465949912456740e-01,2.700000000000000000e+01,3.303076923076923208e+02,5.401407224048192290e+01,5.417711694064201566e+01,5.095470084753258533e+01,1.300000000000000000e+01,1.000000000000000000e+00,5.200000000000000000e+01,4.000000000000000000e+00
7.067918301076262511e-01,3.123682193159330999e-03,2.869467899783536002e-01,3.600000000000000000e+01,2.530571428571428498e+02,1.218104844323634524e+02,1.218148305469267143e+02,9.964818786379316862e+01,2.900000000000000000e+01,2.000000000000000000e+01,8.529411764705882604e+01,5.882352941176471006e+01
6.586411564843279720e-01,7.262592862397287269e-03,3.268216168524388787e-01,3.600000000000000000e+01,2.463428571428571558e+02,1.664116087579582484e+02,1.690659460614320722e+02,9.195425424606290221e+01,3.400000000000000000e+01,3.300000000000000000e+01,1.000000000000000000e+02,9.705882352941176805e+01
8.362180960255595208e-01,4.095299263007284515e-03,1.555240996624144278e-01,5.500000000000000000e+01,1.635555555555555429e+02,4.013538409687608066e+01,4.016381549942308737e+01,3.053773827773590810e+01,1.700000000000000000e+01,5.000000000000000000e+00,3.207547169811320487e+01,9.433962264150943966e+00
8.460644336581428782e-01,4.672730129090518596e-03,1.443164414934337558e-01,3.300000000000000000e+01,2.671875000000000000e+02,5.211154289815075202e+01,6.161090184217766819e+01,5.088471314902015052e+01,1.200000000000000000e+01,4.000000000000000000e+00,3.870967741935483986e+01,1.290322580645161210e+01
7.376757432078597798e-01,7.033229041326683612e-03,2.475353484422275485e-01,3.900000000000000000e+01,2.329210526315789593e+02,5.527547718815621636e+01,5.548070032099548143e+01,4.689227538469328493e+01,1.900000000000000000e+01,7.000000000000000000e+00,5.135135135135134732e+01,1.891891891891891930e+01
6.685136438753978005e-01,3.626996303318931990e-03,3.231162592843057069e-01,2.900000000000000000e+01,3.091071428571428328e+02,2.511012780768983887e+01,2.523445616172018191e+01,2.056307241367269967e+01,1.100000000000000000e+01,0.000000000000000000e+00,4.074074074074074048e+01,0.000000000000000000e+00
6.178503591984679799e-01,2.109915300120030358e-03,3.774331338044026318e-01,4.100000000000000000e+01,2.205749999999999886e+02,2.312008783587254257e+01,2.316496027657687762e+01,1.842502130952390971e+01,1.100000000000000000e+01,1.000000000000000000e+00,2.820512820512820440e+01,2.564102564102563875e+00
6.872816384459197181e-01,1.930329651383828329e-03,3.084861886232242445e-01,6.900000000000000000e+01,1.295147058823529278e+02,3.774225234323328237e+01,3.823337605778646520e+01,3.137566917740742056e+01,3.600000000000000000e+01,1.300000000000000000e+01,5.373134328358209189e+01,1.940298507462686572e+01
5.900451862204461051e-01,1.950802716135761330e-03,4.050851171376520510e-01,3.900000000000000000e+01,2.313684210526315894e+02,6.963068599714088691e+01,6.977202258165614523e+01,4.939002035789273037e+01,3.100000000000000000e+01,2.000000000000000000e+01,8.378378378378378954e+01,5.405405405405405617e+01
7.266688465430006794e-01,2.450628140220523395e-03,2.684226982152641550e-01,5.200000000000000000e+01,1.736862745098039227e+02,2.564800187149088728e+01,2.566709956344892518e+01,2.471800169599349317e+01,9.000000000000000000e+00,4.000000000000000000e+00,1.800000000000000000e+01,8.000000000000000000e+00
