2.872988243198016933e-01,6.237589123380816308e-02,7.181823583219022478e-01,2.966751918158567758e-01,2.325581395348836483e-02
4.663976331334061531e-01,2.654904002142352004e-01,5.226352929354937116e-01,2.429667519181585578e-01,2.325581395348836483e-02
5.760775533407302973e-01,2.486682378513407898e-02,4.305243597904731545e-01,1.832907075873827507e-01,6.976744186046510143e-02
5.001042297427205074e-01,9.647534789845080283e-02,4.965692143768130618e-01,2.587382779198635907e-01,2.325581395348836483e-02
5.573570707155401927e-01,1.530276162035912046e-01,4.372949153785581355e-01,1.585677749360613620e-01,5.116279069767440957e-01
5.303819558722527860e-01,1.429732762353913833e-01,4.672450326164138690e-01,2.028985507246376663e-01,3.255813953488371215e-01
4.907492897874816684e-01,8.514718554788608396e-02,5.101535031625910044e-01,2.314578005115089376e-01,4.651162790697672966e-02
8.022857339990983050e-01,3.604540457017779698e-02,2.017788659330148338e-01,2.881500426257459502e-01,2.325581395348836483e-02
6.069157695511291362e-01,1.165220429997262663e-01,3.932351743737354521e-01,2.105711849957374038e-01,4.651162790697673799e-01
5.204926158246387935e-01,3.047237482296605293e-01,4.653246275985816194e-01,1.508951406649616245e-01,7.674418604651161990e-01
8.392162803015947858e-01,1.607027475350973345e-01,1.556369042638372502e-01,1.381074168797953861e-01,1.162790697674418450e-01
8.568889624642787028e-01,1.869592875607053450e-01,1.353746482825357034e-01,2.374254049445865267e-01,9.302325581395347320e-02
6.623477078541808449e-01,2.942942739807058450e-01,3.219834726393565605e-01,2.071611253196930791e-01,1.627906976744185608e-01
5.382122328363606600e-01,1.394083967696577719e-01,4.586257345367319993e-01,2.638533674339300639e-01,0.000000000000000000e+00
4.472793234823227437e-01,7.042473063352897023e-02,5.568248765016885482e-01,1.892583120204603397e-01,2.325581395348836483e-02
5.718979356075329923e-01,6.225873527195233820e-02,4.321761201489724424e-01,1.018755328218243633e-01,3.023255813953488191e-01
3.973732565917337811e-01,6.318967242076160840e-02,6.068167263815944512e-01,1.918158567774935763e-01,4.651162790697673799e-01
6.425919983087501342e-01,8.591739105194114157e-02,3.597455832864856484e-01,1.508951406649616245e-01,9.302325581395347320e-02
3.289666540676037254e-01,9.044182584752565035e-02,6.730110412005132492e-01,2.267689684569479669e-01,9.302325581395347320e-02
6.455116320125769969e-01,2.923748587684896205e-02,3.593029814805349109e-01,2.438192668371696459e-01,6.976744186046510143e-02
6.267004494691138516e-01,5.354401886672621735e-02,3.784868740964420497e-01,1.815856777493606022e-01,6.976744186046510143e-02
3.403810586480373601e-01,5.567425490229176849e-02,6.657287165002812035e-01,1.977834612105711654e-01,2.325581395348836483e-02
5.565588373405987443e-01,5.007125799017542178e-01,4.134600563520180461e-01,2.114236999147484919e-01,0.000000000000000000e+00
8.164456324052804526e-01,6.431945048833677403e-02,1.854650720866113378e-01,2.208013640238704056e-01,1.162790697674418450e-01
6.266396614888725125e-01,4.669543827915235701e-01,3.449652799991416163e-01,2.190963341858482294e-01,2.790697674418604057e-01
5.809874265882338795e-01,9.931367979422511816e-02,4.206243891386832190e-01,1.939471440750212827e-01,4.651162790697672966e-02
6.473856966645045175e-01,4.118383503255651501e-02,3.563173350722854682e-01,2.020460358056265782e-01,6.976744186046510143e-02
6.041905981534282377e-01,5.534589216663899497e-02,3.985102439146949171e-01,2.301790281329923193e-01,9.302325581395347320e-02
5.185228346913390851e-01,3.315257648432948234e-01,4.627198578112173832e-01,1.943734015345268407e-01,0.000000000000000000e+00
